1299843164	20260411	202604	2026	2026.2767	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	1123	112	11	3	-2.0	1	1	1	-6.43203883495145	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260418110000	https://www.smh.com.au/world/middle-east/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-20260418-p5zp27.html
1299843165	20260411	202604	2026	2026.2767	PAK	PAKISTAN	PAK								USA	THE US	USA								0	043	043	04	1	2.8	2	1	2	-6.43203883495145	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20260418110000	https://www.smh.com.au/world/middle-east/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-20260418-p5zp27.html
1299843166	20260411	202604	2026	2026.2767	PAK	PAKISTAN	PAK								USA	THE US	USA								0	043	043	04	1	2.8	2	1	2	-6.07940446650124	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20260418110000	https://www.manchestereveningnews.co.uk/news/world-news/iran-closes-strait-hormuz-again-33794765
1299843167	20260411	202604	2026	2026.2767	USA	THE US	USA								IRN	IRAN	IRN								0	046	046	04	1	7.0	2	1	2	-6.43203883495145	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20260418110000	https://www.smh.com.au/world/middle-east/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-20260418-p5zp27.html
1299843168	20260411	202604	2026	2026.2767	USA	THE US	USA								PAK	PAKISTAN	PAK								0	042	042	04	1	1.9	2	1	2	-6.43203883495145	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20260418110000	https://www.smh.com.au/world/middle-east/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-20260418-p5zp27.html
1299843169	20260411	202604	2026	2026.2767	USA	THE US	USA								PAK	PAKISTAN	PAK								0	042	042	04	1	1.9	2	1	2	-6.07940446650124	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20260418110000	https://www.manchestereveningnews.co.uk/news/world-news/iran-closes-strait-hormuz-again-33794765
1299843170	20260417	202604	2026	2026.2932	LEG	CONGRESS						LEG			GOV	GOVERNMENT						GOV			1	111	111	11	3	-2.0	5	1	5	-0.82191780821918	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260418110000	https://bilkulonline.com/2026/04/18/it-was-bjps-event-management-which-flopped-congress-on-defeat-of-womens-reservation-bill/
1299843171	20260418	202604	2026	2026.2959											ARE	DUBAI	ARE								1	071	071	07	2	7.4	10	1	10	-1.49253731343283	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260418110000	https://www.moneycontrol.com/news/trends/choose-a-better-life-software-architect-unhappy-with-rs-1-5-crore-salary-due-to-high-taxes-moves-to-dubai-for-rs-1-4-crore-package-13892726.html
1299843172	20260418	202604	2026	2026.2959											AZE	AZERBAIJAN	AZE								1	046	046	04	1	7.0	2	1	2	4.09356725146199	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	20260418110000	https://www.azernews.az/nation/257202.html
1299843173	20260418	202604	2026	2026.2959											BUS	BANK						BUS			1	042	042	04	1	1.9	10	1	10	2.5830258302583	0								4	Rathmines, Dublin City, Ireland	EI	EI33	18288	53.3203	-6.26333	-1505239	4	Rathmines, Dublin City, Ireland	EI	EI33	18288	53.3203	-6.26333	-1505239	20260418110000	https://www.independent.ie/life/food-drink/food-news/grillfest-returns-to-wicklow-for-may-bank-holiday-feast-of-bbq-tips-and-treats/a1766939053.html
1299843174	20260418	202604	2026	2026.2959											CHN	CHINA	CHN								1	112	112	11	3	-2.0	2	1	2	-4.23452768729642	0								4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20260418110000	https://verafiles.org/articles/the-dutertes-are-not-corrupt-says-who
1299843175	20260418	202604	2026	2026.2959											CHN	CHINA	CHN								1	173	173	17	4	-5.0	2	1	2	-4.0650406504065	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260418110000	https://www.thehitavada.com/Encyc/2026/4/18/arms-trader-arrested-50-chinese-knives-seized.html
1299843176	20260418	202604	2026	2026.2959											COP	POLICE						COP			1	173	173	17	4	-5.0	3	1	3	-4.0650406504065	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260418110000	https://www.thehitavada.com/Encyc/2026/4/18/arms-trader-arrested-50-chinese-knives-seized.html
1299843177	20260418	202604	2026	2026.2959											CRM	ORGANIZED CRIME						CRM			1	017	017	01	1	0.0	5	1	5	-0.66006600660066	0								0								0								20260418110000	https://www.el-balad.com/16916637
1299843178	20260418	202604	2026	2026.2959											DEU	GERMANY	DEU								1	051	051	05	1	3.4	2	1	2	1.85567010309279	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20260418110000	https://www.nova.ie/tom-cruise-returns-to-top-gun-40-years-after-first-movie-364016/
1299843179	20260418	202604	2026	2026.2959											ESPELI	BARCELONA	ESP					ELI			0	040	040	04	1	1.0	6	1	6	-4.2	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20260418110000	https://www.yahoo.com/news/articles/progressive-leaders-rally-barcelona-defend-095916495.html
1299843180	20260418	202604	2026	2026.2959											FRA	FRANCE	FRA								0	040	040	04	1	1.0	1	1	1	-1.38121546961326	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260418110000	https://www.nova.ie/taoiseach-martin-to-discuss-fuel-costs-and-conflicts-with-german-chancellor-friedrich-merz-today-363998/
1299843181	20260418	202604	2026	2026.2959											FRA	ORLEANS	FRA								0	042	042	04	1	1.9	10	1	10	-16.2962962962963	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20260418110000	https://www.mississippivalleypublishing.com/daily_gate/daily_gate/keokuk-police-department/article_1cd0f13f-2a59-4448-a400-973845322416.html
1299843182	20260418	202604	2026	2026.2959											GBRGOV	BRITISH	GBR					GOV			0	040	040	04	1	1.0	3	1	3	-4.2	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260418110000	https://www.yahoo.com/news/articles/progressive-leaders-rally-barcelona-defend-095916495.html
1299843183	20260418	202604	2026	2026.2959											GOV	PRINCE						GOV			0	043	043	04	1	2.8	3	1	3	1.26984126984127	0								4	Coogee, Western Australia, Australia	AS	AS08	5458	-32.1167	115.767	-1566850	4	Coogee, Western Australia, Australia	AS	AS08	5458	-32.1167	115.767	-1566850	20260418110000	https://www.dailymail.co.uk/news/article-15744331/Meghan-superfans-investing-women-finally-invest-me.html
1299843184	20260418	202604	2026	2026.2959											GOV	ADMINISTRATION						GOV			0	043	043	04	1	2.8	3	1	3	-2.76497695852534	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260418110000	https://www.courant.com/2026/04/18/kevin-rennie-the-mysterious-firing-of-a-ct-state-employee-who-serves-the-nation-in-a-dangerous-time/
1299843185	20260418	202604	2026	2026.2959											GOV	CONSUL						GOV			1	045	045	04	1	5.0	3	1	3	4.09356725146199	0								4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	20260418110000	https://www.azernews.az/nation/257202.html
1299843186	20260418	202604	2026	2026.2959											GOV	CONSUL						GOV			1	045	045	04	1	5.0	2	1	2	4.09356725146199	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20260418110000	https://www.azernews.az/nation/257202.html
1299843187	20260418	202604	2026	2026.2959											GOV	STATE GOVERNOR						GOV			0	051	051	05	1	3.4	6	1	6	5.15463917525773	0								4	Ogwugwu, Imo, Nigeria	NI	NI28	22794	5.60086	6.71502	10600922	4	Ogwugwu, Imo, Nigeria	NI	NI28	22794	5.60086	6.71502	10600922	20260418110000	https://thesun.ng/enugu-community-to-boost-economic-growth-with-proposed-international-market/
1299843188	20260418	202604	2026	2026.2959											GOVDEV	DEVELOPMENT COUNCIL						GOV	DEV		0	042	042	04	1	1.9	1	1	1	0	0								3	Clallam County, Washington, United States	US	USWA		48.0498	-123.835	1531341	3	Clallam County, Washington, United States	US	USWA		48.0498	-123.835	1531341	20260418110000	https://www.peninsuladailynews.com/2026/04/18/eye-on-business-this-weeks-meetings-607/
1299843189	20260418	202604	2026	2026.2959											IND	NEW DELHI	IND								1	040	040	04	1	1.0	5	1	5	-1.12994350282486	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20260418110000	https://www.thehitavada.com/Encyc/2026/4/18/india-welcomes-israellebanon-ceasefire-supports-every-step-leading-towards-peace.html
1299843190	20260418	202604	2026	2026.2959											IND	LUDHIANA	IND								1	190	190	19	4	-10.0	3	1	3	-4.18410041841004	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20260418110000	https://www.thehitavada.com/Encyc/2026/4/18/ed-raids-punjab-minister-arora-son-and-others.html
1299843191	20260418	202604	2026	2026.2959											IRN	IRANIAN	IRN								1	130	130	13	3	-4.4	1	1	1	-5.70430733410943	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	20260418110000	https://www.local10.com/news/2026/04/18/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-to-reopen-it/
1299843192	20260418	202604	2026	2026.2959											IRN	IRANIAN	IRN								1	130	130	13	3	-4.4	3	2	3	-5.20247632342578	0								4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	4	Antalya, Antalya, Turkey	TU	TU07	27547	36.9081	30.6956	-735347	20260418110000	https://www.niagarafallsreview.ca/news/world/middle-east/iran-reimposes-restrictions-on-strait-of-hormuz-accusing-us-of-violating-deal-to-reopen-it/article_45ceee1a-346c-510c-9c57-9e66a6bc9fa0.html
1299843193	20260418	202604	2026	2026.2959											ISR	JERUSALEM	ISR								1	042	042	04	1	1.9	10	1	10	0.99457504520796	0								4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	4	Hebrew University, Yerushalayim, Israel	IS	IS06	18315	31.7734	35.1981	-781095	20260418110000	https://en.wikipedia.org/wiki/Michael_O._Rabin
1299843194	20260418	202604	2026	2026.2959											LEG	CONGRESS						LEG			1	190	190	19	4	-10.0	5	1	5	3.05010893246187	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20260418110000	https://www.thehitavada.com/Encyc/2026/4/18/bjp-dominates-zonal-chairperson-elections-wins-eight-seats.html
1299843195	20260418	202604	2026	2026.2959											LTU	LITHUANIA	LTU								1	100	100	10	3	-5.0	1	1	1	1.68776371308017	0								1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20260418110000	https://www.lrt.lt/en/news-in-english/19/2901414/from-the-archives-making-shrek-speak-lithuanian
1299843196	20260418	202604	2026	2026.2959											MCOELI	ALBERT	MCO					ELI			0	040	040	04	1	1.0	3	1	3	-1.38121546961326	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260418110000	https://www.nova.ie/taoiseach-martin-to-discuss-fuel-costs-and-conflicts-with-german-chancellor-friedrich-merz-today-363998/
1299843197	20260418	202604	2026	2026.2959											MIL	NAVAL						MIL			1	042	042	04	1	1.9	3	1	3	-2.34899328859061	0								4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20260418110000	https://www.moneycontrol.com/world/third-us-carrier-uss-gerald-r-ford-returns-to-middle-east-deployment-amid-hormuz-standoff-article-13892723.html
1299843198	20260418	202604	2026	2026.2959											OPP	PROTESTER						OPP			1	130	130	13	3	-4.4	4	1	4	-7.70577933450088	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260418110000	https://www.nova.ie/fuel-price-protests-ocallaghan-warns-forces-will-be-deployed-363712/
1299843199	20260418	202604	2026	2026.2959											OPP	PROTESTER						OPP			1	130	130	13	3	-4.4	6	1	6	-7.70577933450088	0								4	Foynes, Limerick, Ireland	EI	EI16	18295	52.6114	-9.11028	-1502905	4	Foynes, Limerick, Ireland	EI	EI16	18295	52.6114	-9.11028	-1502905	20260418110000	https://www.nova.ie/fuel-price-protests-ocallaghan-warns-forces-will-be-deployed-363712/
1299843200	20260418	202604	2026	2026.2959											OPP	PRISONER						OPP			1	173	173	17	4	-5.0	10	1	10	-11.8852459016393	0								0								0								20260418110000	https://metro.co.uk/2026/04/18/man-who-injured-baby-may-lose-testicle-after-being-beaten-up-in-prison-28022147/
1299843201	20260418	202604	2026	2026.2959											PAK	ISLAMABAD	PAK								0	040	040	04	1	1.0	4	1	4	-0.54054054054054	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260418110000	https://www.moneycontrol.com/world/pakistan-s-shehbaz-shair-asim-munir-return-after-iran-diplomacy-push-as-hormuz-tensions-cloud-peace-talks-article-13892744.html
1299843202	20260418	202604	2026	2026.2959											PAK	ISLAMABAD	PAK								0	040	040	04	1	1.0	1	1	1	-0.54054054054054	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260418110000	https://www.moneycontrol.com/world/pakistan-s-shehbaz-shair-asim-munir-return-after-iran-diplomacy-push-as-hormuz-tensions-cloud-peace-talks-article-13892744.html
1299843203	20260418	202604	2026	2026.2959											PAK	ISLAMABAD	PAK								0	040	040	04	1	1.0	1	1	1	-0.54054054054054	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Lebanon	LE	LE		33.833333	35.833333	LE	20260418110000	https://www.moneycontrol.com/world/pakistan-s-shehbaz-shair-asim-munir-return-after-iran-diplomacy-push-as-hormuz-tensions-cloud-peace-talks-article-13892744.html
1299843204	20260418	202604	2026	2026.2959											PSE	PALESTINE	PSE								0	080	080	08	2	5.0	2	1	2	-4.93506493506494	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260418110000	https://www.middleeasteye.net/opinion/amid-israels-forever-wars-one-state-solution-palestine
1299843205	20260418	202604	2026	2026.2959											USA	NEW YORK	USA								1	014	014	01	1	0.0	10	1	10	-3.01724137931035	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260418110000	https://metro.co.uk/2026/04/18/mystery-of-family-who-vanished-in-1958-has-finally-been-solved-28021672/
1299843206	20260418	202604	2026	2026.2959											USA	MICHIGAN	USA								1	041	041	04	1	1.0	6	1	6	-0.389863547758281	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20260418110000	https://www.niagarafallsreview.ca/life/niagara-region/welland-history-allenov-church-swazye-house/article_af0c791f-c73f-544d-aaba-9961e09e1f8a.html
1299843207	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	3.37078651685393	0								3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	20260418110000	https://www.newsday.com/lifestyle/fashion-and-shopping/the-closet-new-york-d6iwsaeh
1299843208	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	2.67857142857143	0								4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20260418110000	https://www.news-herald.com/2026/04/18/noosa-bistro-in-mentor-celebrating-30th-anniversary-with-throwback-dishes/
1299843209	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.26984126984127	0								3	Montecito, California, United States	US	USCA	CA083	34.4367	-119.632	1661052	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260418110000	https://www.dailymail.co.uk/news/article-15744331/Meghan-superfans-investing-women-finally-invest-me.html
1299843210	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	2.67857142857143	0								3	Lake County, California, United States	US	USCA		39.0999	-122.784	277281	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20260418110000	https://www.news-herald.com/2026/04/18/noosa-bistro-in-mentor-celebrating-30th-anniversary-with-throwback-dishes/
1299843211	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	-2.76497695852534	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260418110000	https://www.courant.com/2026/04/18/kevin-rennie-the-mysterious-firing-of-a-ct-state-employee-who-serves-the-nation-in-a-dangerous-time/
1299843212	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								1	046	046	04	1	7.0	6	1	6	0	0								3	Port Angeles, Washington, United States	US	USWA		48.1181	-123.431	1524581	3	Port Angeles, Washington, United States	US	USWA		48.1181	-123.431	1524581	20260418110000	https://www.peninsuladailynews.com/2026/04/18/eye-on-business-this-weeks-meetings-607/
1299843213	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								1	046	046	04	1	7.0	6	1	6	-16.2962962962963	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20260418110000	https://www.mississippivalleypublishing.com/daily_gate/daily_gate/keokuk-police-department/article_1cd0f13f-2a59-4448-a400-973845322416.html
1299843214	20260418	202604	2026	2026.2959											USA	U. S.	USA								1	046	046	04	1	7.0	10	1	10	-1.71779141104294	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20260418110000	https://www.el-balad.com/16916627
1299843215	20260418	202604	2026	2026.2959											USA	AMERICAN	USA								1	050	050	05	1	3.5	10	1	10	-3.18809776833156	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260418110000	https://geohot.github.io/blog/jekyll/update/2026/04/18/america-mandate-of-heaven.html
1299843216	20260418	202604	2026	2026.2959											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	4	1	4	-0.1027749229188	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20260418110000	https://www.courant.com/2026/04/18/congress-allocated-53-million-for-ct-farmers-in-2024-usda-secretary-says-its-at-the-finish-line/
1299843217	20260418	202604	2026	2026.2959											USAEDU	FLORIDA	USA					EDU			1	042	042	04	1	1.9	2	1	2	3.37078651685393	0								3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	20260418110000	https://www.newsday.com/lifestyle/fashion-and-shopping/the-closet-new-york-d6iwsaeh
1299843218	20260418	202604	2026	2026.2959	AFR	AFRICA	AFR								AGO	ANGOLA	AGO								1	043	043	04	1	2.8	2	1	2	-5.6	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20260418110000	https://grenadachronicle.com/pope-leo-heads-to-angola-in-landmark-africa-visit-amid-trump-clash/
1299843219	20260418	202604	2026	2026.2959	AFR	AFRICA	AFR								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	3	1	3	-2.53012048192771	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20260418110000	https://www.wsls.com/news/world/2026/04/18/pope-wraps-up-cameroon-visit-with-mass-as-he-looks-ahead-to-angola/
1299843220	20260418	202604	2026	2026.2959	AGO	LUANDA	AGO																		1	036	036	03	1	4.0	2	1	2	-3.44086021505377	4	Yaounde, Centre, Cameroon	CM	CM11	18585	3.86667	11.5167	-3160026	0								1	Iran	IR	IR		32	53	IR	20260418110000	https://www.rnz.co.nz/news/world/592763/pope-leo-newly-forceful-global-voice-heads-to-angola-on-africa-tour
1299843221	20260418	202604	2026	2026.2959	AGO	LUANDA	AGO								AFR	AFRICA	AFR								0	036	036	03	1	4.0	5	1	5	-2.53012048192771	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20260418110000	https://www.wsls.com/news/world/2026/04/18/pope-wraps-up-cameroon-visit-with-mass-as-he-looks-ahead-to-angola/
