1299878215	20250418	202504	2025	2025.2959	AUS	AUSTRALIA	AUS																		1	051	051	05	1	3.4	4	1	4	5.31400966183575	4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	0								4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	20260418173000	https://www.justjared.com/2026/04/18/james-lafferty-welcomes-first-child-with-wife-alexandra-park/
1299878216	20250418	202504	2025	2025.2959	AUS	AUSTRALIA	AUS								ELI	ACTOR						ELI			1	051	051	05	1	3.4	4	1	4	5.31400966183575	4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	20260418173000	https://www.justjared.com/2026/04/18/james-lafferty-welcomes-first-child-with-wife-alexandra-park/
1299878217	20250418	202504	2025	2025.2959	ELI	ACTOR						ELI													1	051	051	05	1	3.4	1	1	1	5.31400966183575	4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	0								4	One Tree Hill, South Australia, Australia	AS	AS05	5299	-34.7	138.767	-1593111	20260418173000	https://www.justjared.com/2026/04/18/james-lafferty-welcomes-first-child-with-wife-alexandra-park/
1299878218	20250418	202504	2025	2025.2959	ISR	ISRAEL	ISR								USA	A US	USA								0	182	182	18	4	-9.5	1	1	1	2.53623188405797	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260418173000	https://www.middleeastmonitor.com/20260418-us-adviser-says-gaza-board-of-peace-is-great-success-story-complements-un-role/
1299878219	20250418	202504	2025	2025.2959	ISR	ISRAEL	ISR								USA	A US	USA								0	182	182	18	4	-9.5	1	1	1	2.53623188405797	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260418173000	https://www.middleeastmonitor.com/20260418-us-adviser-says-gaza-board-of-peace-is-great-success-story-complements-un-role/
1299878220	20250418	202504	2025	2025.2959	PSE	GAZA	PSE								USA	A US	USA								0	182	182	18	4	-9.5	1	1	1	2.53623188405797	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260418173000	https://www.middleeastmonitor.com/20260418-us-adviser-says-gaza-board-of-peace-is-great-success-story-complements-un-role/
1299878221	20260319	202603	2026	2026.2164	MAR	MOROCCAN	MAR								USA	UNITED STATES	USA								0	063	063	06	2	7.4	1	1	1	-5.27182866556837	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20260418173000	https://www.ibtimes.com/us-deports-15-latin-american-migrants-court-protections-democratic-republic-congo-3801438
1299878222	20260319	202603	2026	2026.2164	MAR	MOROCCAN	MAR								USA	UNITED STATES	USA								0	063	063	06	2	7.4	7	1	7	-5.27182866556837	1	Morocco	MO	MO		32	-5	MO	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20260418173000	https://www.ibtimes.com/us-deports-15-latin-american-migrants-court-protections-democratic-republic-congo-3801438
1299878223	20260418	202604	2026	2026.2959											BLZ	BELIZE	BLZ								1	042	042	04	1	1.9	10	1	10	-6.13636363636365	0								1	Belize	BH	BH		17.25	-88.75	BH	1	Belize	BH	BH		17.25	-88.75	BH	20260418173000	https://www.sanpedrosun.com/weather/2026/04/18/belize-meteorological-service-hosts-three-day-storm-surge-workshop/
1299878224	20260418	202604	2026	2026.2959											COP	POLICE						COP			1	042	042	04	1	1.9	8	1	8	-20.6896551724138	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20260418173000	https://abcnews.com/International/wireStory/gunman-kills-5-people-kyiv-street-takes-hostages-132168376
1299878225	20260418	202604	2026	2026.2959											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	2	1	2	0.82063305978898	0								3	Ridgewood, Maryland, United States	US	USMD	MD037	38.3398	-76.7594	1697425	3	Ridgewood, Maryland, United States	US	USMD	MD037	38.3398	-76.7594	1697425	20260418173000	https://qns.com/2026/04/flying-back-time-explore-glendales-link-aviation-history-neighborhood-way/
1299878226	20260418	202604	2026	2026.2959											CVL	NEIGHBORHOOD						CVL			1	036	036	03	1	4.0	3	1	3	0.82063305978898	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260418173000	https://qns.com/2026/04/flying-back-time-explore-glendales-link-aviation-history-neighborhood-way/
1299878227	20260418	202604	2026	2026.2959											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	10	1	10	-1.66204986149585	0								4	Shincliffe, Durham, United Kingdom	UK	UKD8	40106	54.7667	-1.53333	-2607681	4	Shincliffe, Durham, United Kingdom	UK	UKD8	40106	54.7667	-1.53333	-2607681	20260418173000	https://www.thenorthernecho.co.uk/news/26032293.bellway-appeals-hawthorn-homes-plan-county-durham/
1299878228	20260418	202604	2026	2026.2959											CVL	VILLAGE						CVL			1	130	130	13	3	-4.4	10	1	10	-1.66204986149585	0								5	County Durham, Durham, United Kingdom	UK	UKD8	40106	54.6667	-1.75	-2594982	5	County Durham, Durham, United Kingdom	UK	UKD8	40106	54.6667	-1.75	-2594982	20260418173000	https://www.thenorthernecho.co.uk/news/26032293.bellway-appeals-hawthorn-homes-plan-county-durham/
1299878229	20260418	202604	2026	2026.2959											EDU	UNIVERSITY						EDU			1	030	030	03	1	4.0	10	1	10	2.76381909547738	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20260418173000	https://www.supertalk.fm/interim-president-at-mississippi-university-for-women-named-ahead-of-millers-retirement/
1299878230	20260418	202604	2026	2026.2959											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	3	1	3	-4.70588235294118	0								3	Mountain View Elementary School, Virginia, United States	US	USVA		37.335	-79.9364	1471202	3	Mountain View Elementary School, Virginia, United States	US	USVA		37.335	-79.9364	1471202	20260418173000	https://www.wdbj7.com/2026/04/18/deputy-injured-man-arrested-breaking-entering-incident/
1299878231	20260418	202604	2026	2026.2959											EDU	STUDENT						EDU			0	111	111	11	3	-2.0	8	1	8	-3.0969030969031	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20260418173000	https://www.dailymail.co.uk/news/article-15744449/weather-deep-freeze-alaska-winds.html
1299878232	20260418	202604	2026	2026.2959											EDU	STUDENT						EDU			0	111	111	11	3	-2.0	2	1	2	-3.0969030969031	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20260418173000	https://www.dailymail.co.uk/news/article-15744449/weather-deep-freeze-alaska-winds.html
1299878233	20260418	202604	2026	2026.2959											GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	4	1	4	-6.22627182991648	0								4	Port Ellen, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.6333	-6.18333	-2605575	4	Port Ellen, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.6333	-6.18333	-2605575	20260418173000	https://www.thetimes.com/uk/politics/article/keir-starmer-boris-johnson-mandelson-fv90clt8r
1299878234	20260418	202604	2026	2026.2959											GBR	SCOTLAND	GBR								0	042	042	04	1	1.9	4	1	4	-6.22627182991648	0								4	Port Ellen, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.6333	-6.18333	-2605575	4	Port Ellen, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.6333	-6.18333	-2605575	20260418173000	https://www.thetimes.com/uk/politics/article/keir-starmer-boris-johnson-mandelson-fv90clt8r
1299878235	20260418	202604	2026	2026.2959											GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	2	1	2	0.0956937799043103	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260418173000	https://nypost.com/2026/04/18/world-news/original-titanic-items-auctioned-off-on-anniversary-of-disaster/
1299878236	20260418	202604	2026	2026.2959											GBRBUS	UNITED KINGDOM	GBR					BUS			1	111	111	11	3	-2.0	5	1	5	-6.46153846153846	0								4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	20260418173000	https://www.dailymail.co.uk/news/article-15744937/businesses-targeted-hackers-AI-tools-Technology-Secretary-warns.html
1299878237	20260418	202604	2026	2026.2959											GOV	ADMINISTRATION						GOV			1	014	014	01	1	0.0	6	1	6	-7.78210116731517	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260418173000	https://www.foxnews.com/politics/newsom-administration-knew-2b-california-budget-error-months-report
1299878238	20260418	202604	2026	2026.2959											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	10	1	10	-1.90641247833622	0								4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20260418173000	https://www.middleeastmonitor.com/20260418-from-beirut-to-baghdad-and-sanaa-can-this-moment-be-generalized/
1299878239	20260418	202604	2026	2026.2959											GOV	ADMINISTRATION						GOV			1	070	070	07	2	7.0	6	1	6	-7.78210116731517	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20260418173000	https://www.foxnews.com/politics/newsom-administration-knew-2b-california-budget-error-months-report
1299878240	20260418	202604	2026	2026.2959											GOV	CITY MAYOR						GOV			0	190	190	19	4	-10.0	2	1	2	-3.19148936170213	0								4	Navotas, Laoag, Philippines	RP	RPD3	24211	18.2313	120.563	-2441752	4	Navotas, Laoag, Philippines	RP	RPD3	24211	18.2313	120.563	-2441752	20260418173000	https://www.manilatimes.net/2026/04/19/news/metro-air-unhealthy-as-navotas-landfill-fire-blazes/2323277
1299878241	20260418	202604	2026	2026.2959											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-4.00943396226415	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20260418173000	https://www.nbcphiladelphia.com/news/national-international/parenting-influencer-accidentally-ran-over-son-with-car/4387613/
